ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /3.33,Q. 2 /4.67,Q. 3 /1.33,Q. 4 /2.67,Q. 5 /3.33,Q. 6 /4.67
3201608.0,Finished,8 January 2021  10:48 AM,8 January 2021  12:06 PM,77.0,19.78,3.33,4.67,1.33,2.67,3.33,4.44
3672502.0,Finished,8 January 2021  4:04 PM,8 January 2021  5:29 PM,84.0,14.67,3.33,2.67,0.00,2.67,3.33,2.67
3802984.0,Finished,8 January 2021  4:08 PM,8 January 2021  5:20 PM,71.0,19.48,3.33,4.67,1.33,2.37,3.33,4.44
3801996.0,Finished,8 January 2021  2:39 PM,8 January 2021  3:17 PM,37.28,20.00,3.33,4.67,1.33,2.67,3.33,4.67
3706648.0,Finished,4 January 2021  6:10 PM,4 January 2021  6:11 PM,0.17,0.00,-,-,-,-,-,-
3700914.0,Finished,8 January 2021  3:20 PM,8 January 2021  4:28 PM,68.0,17.74,3.00,4.00,0.67,2.07,3.33,4.67
3800559.0,Finished,4 January 2021  5:00 PM,4 January 2021  6:43 PM,103.0,11.30,3.00,0.67,0.00,2.07,3.33,2.22
3700052.0,Finished,8 January 2021  10:45 AM,8 January 2021  11:38 AM,52.68,20.00,3.33,4.67,1.33,2.67,3.33,4.67
3804472.0,Finished,8 January 2021  3:58 PM,8 January 2021  4:44 PM,45.95,19.78,3.33,4.67,1.33,2.67,3.33,4.44
3670334.0,Finished,8 January 2021  12:14 PM,8 January 2021  12:17 PM,3.78,19.15,3.00,4.67,1.33,2.37,3.33,4.44
3700044.0,Finished,4 January 2021  5:26 PM,4 January 2021  6:19 PM,52.57,16.93,3.00,4.67,0.00,2.37,3.33,3.56
3702332.0,Finished,8 January 2021  4:16 PM,8 January 2021  5:38 PM,82.0,19.48,3.33,4.67,1.33,2.37,3.33,4.44
3872484.0,Finished,4 January 2021  4:38 PM,4 January 2021  6:18 PM,100.0,12.59,3.33,1.33,0.00,2.37,2.00,3.56
3413637.0,Finished,8 January 2021  4:17 PM,8 January 2021  5:06 PM,49.05,18.07,3.33,4.67,0.00,2.07,3.33,4.67
3802658.0,Finished,8 January 2021  2:25 PM,8 January 2021  3:05 PM,39.88,19.78,3.33,4.67,1.33,2.67,3.33,4.44
3800131.0,Finished,8 January 2021  4:18 PM,8 January 2021  4:55 PM,36.48,19.48,3.33,4.67,1.33,2.37,3.33,4.44
