ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /3.33,Q. 2 /8.67,Q. 3 /8.00
3711387.0,Finished,9 November 2020  9:53 AM,9 November 2020  10:08 AM,15.38,20.00,3.33,8.67,8.00
3800256.0,Finished,6 November 2020  5:26 PM,6 November 2020  6:26 PM,59.53,20.00,3.33,8.67,8.00
3309168.0,Finished,8 November 2020  11:49 AM,8 November 2020  12:11 PM,21.9,20.00,3.33,8.67,8.00
3873784.0,Finished,8 November 2020  9:22 PM,8 November 2020  10:23 PM,61.0,14.67,2.00,6.00,6.67
3872354.0,Finished,9 November 2020  8:53 AM,9 November 2020  9:17 AM,23.25,20.00,3.33,8.67,8.00
3802420.0,Finished,9 November 2020  12:59 AM,9 November 2020  1:17 AM,17.9,20.00,3.33,8.67,8.00
2800282.0,Finished,9 November 2020  10:05 AM,9 November 2020  10:45 AM,39.25,7.33,2.00,5.33,-
3811132.0,Finished,8 November 2020  4:12 PM,8 November 2020  4:56 PM,43.48,20.00,3.33,8.67,8.00
3415762.0,Finished,8 November 2020  6:39 PM,8 November 2020  7:13 PM,33.88,19.33,3.33,8.00,8.00
3803151.0,Finished,8 November 2020  10:59 PM,8 November 2020  11:12 PM,12.67,20.00,3.33,8.67,8.00
3800104.0,Finished,10 November 2020  8:49 PM,10 November 2020  9:00 PM,11.82,20.00,3.33,8.67,8.00
3872902.0,Finished,9 November 2020  10:03 AM,9 November 2020  10:27 AM,24.13,0.67,0.67,0.00,-
3703893.0,Finished,2 November 2020  9:28 PM,2 November 2020  10:07 PM,39.05,20.00,3.33,8.67,8.00
3701184.0,Finished,7 November 2020  12:41 AM,7 November 2020  1:00 AM,18.48,20.00,3.33,8.67,8.00
28616082.0,Finished,9 November 2020  9:15 AM,9 November 2020  9:41 AM,26.27,20.00,3.33,8.67,8.00
3802805.0,Finished,9 November 2020  9:02 AM,9 November 2020  9:21 AM,18.22,20.00,3.33,8.67,8.00
3971120.0,Finished,9 November 2020  12:18 AM,9 November 2020  1:29 AM,70.0,20.00,3.33,8.67,8.00
3670888.0,Finished,9 November 2020  2:40 AM,9 November 2020  3:59 AM,79.0,20.00,3.33,8.67,8.00
3703036.0,Finished,9 November 2020  8:22 AM,9 November 2020  8:51 AM,28.78,12.00,3.33,2.00,6.67
3970712.0,Finished,9 November 2020  12:03 AM,9 November 2020  1:05 AM,62.0,20.00,3.33,8.67,8.00
3800002.0,Finished,8 November 2020  1:42 PM,8 November 2020  2:01 PM,19.17,20.00,3.33,8.67,8.00
3700451.0,Finished,3 November 2020  2:21 PM,3 November 2020  2:40 PM,19.52,20.00,3.33,8.67,8.00
28503374.0,Finished,8 November 2020  8:04 PM,8 November 2020  9:44 PM,99.0,18.00,3.33,7.33,7.33
3800274.0,Finished,6 November 2020  5:05 PM,6 November 2020  5:55 PM,50.05,16.67,3.33,7.33,6.00
3407325.0,Finished,8 November 2020  4:57 PM,8 November 2020  6:15 PM,78.0,20.00,3.33,8.67,8.00
28614283.0,Finished,2 November 2020  5:59 PM,2 November 2020  6:09 PM,9.78,20.00,3.33,8.67,8.00
3804264.0,Finished,8 November 2020  5:45 PM,8 November 2020  5:54 PM,8.8,20.00,3.33,8.67,8.00
3802892.0,Finished,8 November 2020  11:32 PM,9 November 2020  12:48 AM,75.0,20.00,3.33,8.67,8.00
3874133.0,Finished,9 November 2020  9:17 AM,9 November 2020  9:23 AM,5.52,20.00,3.33,8.67,8.00
3703339.0,Finished,9 November 2020  9:24 AM,9 November 2020  10:09 AM,45.07,20.00,3.33,8.67,8.00
3201608.0,Finished,8 November 2020  2:54 PM,8 November 2020  3:02 PM,8.35,20.00,3.33,8.67,8.00
3672502.0,Finished,8 November 2020  7:08 PM,8 November 2020  7:59 PM,50.25,18.67,2.67,8.67,7.33
