State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /5.00,Q. 2 /3.00,Q. 3 /4.00,Q. 4 /2.00,Q. 5 /4.00,Q. 6 /1.00,Q. 7 /1.00
Finished,4 October 2020  3:40 PM,4 October 2020  4:21 PM,41,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  7:11 PM,4 October 2020  8:12 PM,60,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  8:45 PM,4 October 2020  9:21 PM,36,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,2 October 2020  9:35 PM,2 October 2020  10:12 PM,36,19.44,4.44,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  10:45 AM,4 October 2020  11:09 AM,23,19.44,4.44,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  8:42 PM,4 October 2020  9:29 PM,48,9.11,1.11,3.00,4.00,0.00,0.00,0.00,1.00
Finished,5 October 2020  8:19 AM,5 October 2020  9:09 AM,50,16.00,5.00,3.00,4.00,2.00,0.00,1.00,1.00
Finished,5 October 2020  1:28 AM,5 October 2020  3:08 AM,100,12.00,5.00,3.00,4.00,-,0.00,0.00,0.00
Finished,3 October 2020  9:23 AM,3 October 2020  9:52 AM,29,19.44,4.44,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  5:34 PM,4 October 2020  6:13 PM,39,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,3 October 2020  12:41 PM,3 October 2020  12:56 PM,15,19.00,5.00,3.00,3.00,2.00,4.00,1.00,1.00
