ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /5.00,Q. 2 /3.00,Q. 3 /4.00,Q. 4 /6.00,Q. 5 /1.00,Q. 6 /1.00
28602830.0,Finished,23 septembre 2021  5:29 ,23 septembre 2021  6:16 ,46.8,17.00,5.00,3.00,4.00,3.00,1.00,1.00
28609129.0,Finished,26 septembre 2021  8:27 ,26 septembre 2021  9:15 ,48.05,16.00,5.00,3.00,4.00,3.00,1.00,0.00
28603833.0,Finished,24 septembre 2021  1:42 ,24 septembre 2021  2:29 ,46.37,16.00,5.00,0.00,3.00,6.00,1.00,1.00
28720778.0,Finished,24 septembre 2021  10:38 ,24 septembre 2021  10:57 ,18.8,20.00,5.00,3.00,4.00,6.00,1.00,1.00
3872127.0,Finished,26 septembre 2021  7:19 ,26 septembre 2021  8:26 ,66.0,20.00,5.00,3.00,4.00,6.00,1.00,1.00
21113646.0,Finished,25 septembre 2021  6:09 ,25 septembre 2021  7:22 ,72.0,20.00,5.00,3.00,4.00,6.00,1.00,1.00
21102696.0,Finished,26 septembre 2021  8:34 ,26 septembre 2021  9:59 ,85.0,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28709864.0,Finished,26 septembre 2021  10:04 ,26 septembre 2021  10:15 ,10.98,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28602191.0,Finished,26 septembre 2021  9:55 ,26 septembre 2021  10:29 ,33.88,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28716807.0,Finished,24 septembre 2021  1:37 ,24 septembre 2021  2:02 ,24.73,13.00,5.00,3.00,4.00,0.00,1.00,0.00
21112855.0,Finished,26 septembre 2021  10:30 ,26 septembre 2021  10:46 ,15.58,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28600602.0,Finished,23 septembre 2021  7:30 ,23 septembre 2021  8:03 ,33.27,16.00,5.00,3.00,4.00,3.00,0.00,1.00
3670244.0,Finished,26 septembre 2021  3:55 ,26 septembre 2021  4:30 ,35.05,8.00,0.00,3.00,4.00,0.00,0.00,1.00
3809224.0,Finished,24 septembre 2021  8:34 ,24 septembre 2021  8:38 ,3.78,19.00,5.00,2.00,4.00,6.00,1.00,1.00
21104636.0,Finished,26 septembre 2021  2:09 ,26 septembre 2021  2:24 ,15.45,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28600518.0,Finished,26 septembre 2021  3:34 ,26 septembre 2021  4:07 ,33.85,16.00,5.00,3.00,3.00,3.00,1.00,1.00
21113317.0,Finished,26 septembre 2021  7:44 ,26 septembre 2021  9:02 ,77.0,6.00,5.00,0.00,1.00,0.00,0.00,0.00
28636372.0,Finished,24 septembre 2021  1:32 ,24 septembre 2021  1:50 ,17.75,17.00,5.00,3.00,4.00,3.00,1.00,1.00
28602737.0,Finished,26 septembre 2021  2:57 ,26 septembre 2021  4:50 ,113.0,9.11,1.11,3.00,4.00,0.00,1.00,0.00
28600880.0,Finished,24 septembre 2021  8:45 ,24 septembre 2021  8:57 ,12.3,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28603735.0,Finished,22 septembre 2021  2:41 ,22 septembre 2021  2:45 ,3.92,16.00,5.00,3.00,4.00,3.00,0.00,1.00
3805942.0,Finished,26 septembre 2021  9:43 ,26 septembre 2021  10:04 ,21.53,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28605296.0,Finished,24 septembre 2021  8:09 ,24 septembre 2021  8:33 ,23.12,20.00,5.00,3.00,4.00,6.00,1.00,1.00
3808834.0,Finished,22 septembre 2021  6:11 ,22 septembre 2021  6:42 ,31.82,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28009976.0,Finished,26 septembre 2021  9:17 ,26 septembre 2021  11:09 ,112.0,13.78,2.78,3.00,4.00,3.00,1.00,0.00
3700903.0,Finished,26 septembre 2021  8:14 ,26 septembre 2021  9:28 ,73.0,16.11,1.11,3.00,4.00,6.00,1.00,1.00
28606375.0,Finished,26 septembre 2021  5:40 ,26 septembre 2021  5:56 ,15.75,17.00,5.00,3.00,4.00,3.00,1.00,1.00
21109006.0,Finished,27 septembre 2021  8:39 ,27 septembre 2021  8:45 ,5.7,16.78,2.78,3.00,4.00,6.00,0.00,1.00
28717408.0,Finished,24 septembre 2021  8:16 ,24 septembre 2021  9:24 ,68.0,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28610100.0,Finished,25 septembre 2021  5:42 ,25 septembre 2021  7:19 ,96.0,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28607006.0,Finished,26 septembre 2021  11:34 ,26 septembre 2021  1:34 ,120.0,14.89,3.89,3.00,4.00,3.00,0.00,1.00
21120079.0,Finished,25 septembre 2021  8:05 ,25 septembre 2021  8:19 ,14.35,17.78,2.78,3.00,4.00,6.00,1.00,1.00
28617513.0,Finished,26 septembre 2021  7:47 ,26 septembre 2021  9:34 ,106.0,20.00,5.00,3.00,4.00,6.00,1.00,1.00
21112391.0,Finished,25 septembre 2021  9:29 ,25 septembre 2021  10:26 ,57.08,16.00,5.00,3.00,4.00,3.00,0.00,1.00
