State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /0.65,Q. 2 /5.16,Q. 3 /1.29,Q. 4 /3.87,Q. 5 /3.87,Q. 6 /2.58,Q. 7 /2.58
Finished,4 octobre 2021  7:31 ,4 octobre 2021  7:35 ,4,14.84,0.65,0.00,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  6:17 ,3 octobre 2021  6:28 ,11,9.68,0.65,0.00,1.29,0.00,3.87,2.58,1.29
Finished,3 octobre 2021  9:39 ,3 octobre 2021  10:23 ,44,16.13,0.00,1.94,1.29,3.87,3.87,2.58,2.58
Finished,4 octobre 2021  8:08 ,4 octobre 2021  8:55 ,47,12.90,0.65,0.00,1.29,2.58,3.23,2.58,2.58
Finished,3 octobre 2021  9:16 ,3 octobre 2021  9:52 ,35,16.13,0.65,4.52,1.29,3.87,0.65,2.58,2.58
Finished,4 octobre 2021  9:35 ,4 octobre 2021  10:29 ,54,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  9:12 ,3 octobre 2021  10:43 ,90,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,2 octobre 2021  8:57 ,2 octobre 2021  10:26 ,89,5.16,0.65,0.00,0.00,1.29,0.65,0.65,1.94
Finished,3 octobre 2021  11:59 ,4 octobre 2021  1:35 ,95,17.42,0.65,4.52,0.00,3.87,3.87,1.94,2.58
Finished,28 septembre 2021  3:23 ,28 septembre 2021  3:58 ,35,16.77,0.65,4.52,0.00,3.87,3.87,1.94,1.94
Finished,3 octobre 2021  6:04 ,3 octobre 2021  7:08 ,64,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,4 octobre 2021  5:19 ,4 octobre 2021  5:46 ,27,14.19,0.65,3.23,1.29,1.29,3.87,1.94,1.94
Finished,3 octobre 2021  10:55 ,3 octobre 2021  12:13 ,78,19.35,0.65,4.52,1.29,3.87,3.87,2.58,2.58
Finished,4 octobre 2021  8:55 ,4 octobre 2021  9:18 ,24,15.48,0.65,2.58,0.00,3.87,3.87,2.58,1.94
Finished,3 octobre 2021  4:32 ,3 octobre 2021  5:53 ,80,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  9:34 ,3 octobre 2021  9:59 ,25,13.55,0.65,2.58,1.29,0.00,3.87,2.58,2.58
Finished,4 octobre 2021  8:28 ,4 octobre 2021  9:41 ,73,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,27 septembre 2021  3:09 ,27 septembre 2021  3:23 ,14,18.71,0.65,5.16,1.29,2.58,3.87,2.58,2.58
Finished,3 octobre 2021  8:47 ,3 octobre 2021  10:01 ,73,13.55,0.65,2.58,1.29,0.00,3.87,2.58,2.58
Finished,3 octobre 2021  10:57 ,3 octobre 2021  11:29 ,32,16.13,0.65,2.58,0.00,3.87,3.87,2.58,2.58
Finished,4 octobre 2021  3:39 ,4 octobre 2021  4:52 ,72,10.32,0.65,2.58,0.00,1.29,0.65,2.58,2.58
Finished,3 octobre 2021  7:34 ,3 octobre 2021  8:51 ,76,12.58,0.65,1.94,1.29,0.00,3.55,2.58,2.58
Finished,3 octobre 2021  7:34 ,3 octobre 2021  8:54 ,79,12.90,0.65,1.94,1.29,0.00,3.87,2.58,2.58
Finished,3 octobre 2021  4:46 ,3 octobre 2021  5:25 ,39,15.48,0.65,4.52,1.29,0.00,3.87,2.58,2.58
Finished,30 septembre 2021  10:17 ,1 octobre 2021  12:17 ,120,9.68,0.00,2.58,0.00,0.00,3.87,1.29,1.94
Finished,3 octobre 2021  9:41 ,3 octobre 2021  10:33 ,53,12.26,0.65,1.29,1.29,1.29,3.87,1.94,1.94
Finished,3 octobre 2021  9:50 ,3 octobre 2021  10:38 ,47,11.94,0.65,2.58,0.00,0.00,3.55,2.58,2.58
Finished,3 octobre 2021  9:49 ,3 octobre 2021  11:16 ,87,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,4 octobre 2021  6:36 ,4 octobre 2021  7:12 ,36,16.77,0.65,1.94,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  11:29 ,3 octobre 2021  11:58 ,29,14.84,0.65,3.87,1.29,1.29,3.87,2.58,1.29
Finished,2 octobre 2021  3:06 ,2 octobre 2021  4:27 ,80,15.48,0.65,2.58,0.00,3.87,3.87,2.58,1.94
Finished,3 octobre 2021  3:49 ,3 octobre 2021  5:41 ,112,16.13,0.65,2.58,0.00,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  9:40 ,3 octobre 2021  10:08 ,27,19.35,0.65,4.52,1.29,3.87,3.87,2.58,2.58
Finished,2 octobre 2021  4:57 ,2 octobre 2021  6:14 ,77,12.26,0.65,1.29,1.29,0.00,3.87,2.58,2.58
Finished,3 octobre 2021  8:56 ,3 octobre 2021  9:33 ,38,12.26,0.65,2.58,0.00,0.00,3.87,2.58,2.58
Finished,3 octobre 2021  8:06 ,3 octobre 2021  9:12 ,66,11.29,0.00,0.00,0.00,3.87,2.26,2.58,2.58
Finished,29 septembre 2021  9:05 ,29 septembre 2021  9:59 ,55,10.97,0.65,3.23,0.00,1.29,0.65,2.58,2.58
Finished,3 octobre 2021  12:46 ,3 octobre 2021  2:43 ,117,15.48,0.65,1.29,1.29,3.87,3.87,1.94,2.58
Finished,3 octobre 2021  11:14 ,4 octobre 2021  12:31 ,77,16.13,0.65,4.52,0.00,3.87,3.87,1.29,1.94
Finished,3 octobre 2021  11:13 ,4 octobre 2021  12:31 ,77,16.77,0.65,5.16,0.00,3.87,3.87,1.29,1.94
Finished,3 octobre 2021  1:30 ,3 octobre 2021  2:45 ,75,13.55,0.65,0.00,0.00,3.87,3.87,2.58,2.58
Finished,1 octobre 2021  8:06 ,1 octobre 2021  9:53 ,106,11.61,0.65,5.16,1.29,0.00,0.65,2.58,1.29
Finished,3 octobre 2021  12:08 ,3 octobre 2021  2:06 ,117,12.90,0.65,2.58,0.65,0.00,3.87,2.58,2.58
Finished,4 octobre 2021  6:24 ,4 octobre 2021  6:59 ,35,15.16,0.65,1.94,1.29,3.87,2.90,1.94,2.58
Finished,29 septembre 2021  11:34 ,29 septembre 2021  12:03 ,29,16.77,0.65,5.16,1.29,1.29,3.87,1.94,2.58
Finished,3 octobre 2021  12:46 ,3 octobre 2021  1:44 ,58,12.26,0.65,5.16,0.00,0.00,3.87,0.65,1.94
Finished,4 octobre 2021  8:29 ,4 octobre 2021  9:18 ,49,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  9:04 ,3 octobre 2021  9:51 ,47,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  6:50 ,3 octobre 2021  7:39 ,49,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  10:20 ,3 octobre 2021  11:39 ,78,12.26,0.00,2.58,1.29,1.29,3.87,1.29,1.94
Finished,4 octobre 2021  12:14 ,4 octobre 2021  1:47 ,93,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  3:18 ,3 octobre 2021  4:51 ,92,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,4 octobre 2021  12:55 ,4 octobre 2021  2:03 ,67,14.84,0.00,1.94,0.00,3.87,3.87,2.58,2.58
Finished,4 octobre 2021  12:24 ,4 octobre 2021  1:55 ,90,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,28 septembre 2021  11:08 ,28 septembre 2021  12:37 ,88,18.06,0.65,4.52,0.00,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  3:47 ,3 octobre 2021  5:46 ,119,15.48,0.65,2.58,1.29,3.87,1.94,2.58,2.58
Finished,2 octobre 2021  7:14 ,2 octobre 2021  8:09 ,55,18.71,0.00,4.52,1.29,3.87,3.87,2.58,2.58
Finished,2 octobre 2021  3:03 ,2 octobre 2021  4:19 ,76,16.13,0.65,2.58,0.00,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  11:09 ,3 octobre 2021  11:32 ,23,10.97,0.00,2.58,0.00,0.00,3.87,2.58,1.94
Finished,3 octobre 2021  10:00 ,3 octobre 2021  10:47 ,47,19.35,0.65,5.16,1.29,3.87,3.87,2.58,1.94
Finished,3 octobre 2021  11:39 ,4 octobre 2021  12:41 ,61,13.55,0.65,2.58,1.29,0.00,3.87,2.58,2.58
Finished,27 septembre 2021  2:14 ,27 septembre 2021  3:02 ,48,19.35,0.65,5.16,1.29,3.87,3.87,2.58,1.94
Finished,3 octobre 2021  3:21 ,3 octobre 2021  3:54 ,33,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  12:33 ,3 octobre 2021  1:45 ,72,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 octobre 2021  8:06 ,1 octobre 2021  9:53 ,107,11.61,0.65,5.16,1.29,0.00,0.65,2.58,1.29
Finished,3 octobre 2021  1:47 ,3 octobre 2021  2:30 ,44,12.26,0.65,2.58,0.00,0.00,3.87,2.58,2.58
Finished,4 octobre 2021  1:18 ,4 octobre 2021  2:15 ,57,14.84,0.00,1.29,1.29,3.87,3.87,1.94,2.58
Finished,3 octobre 2021  10:09 ,3 octobre 2021  10:42 ,33,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  9:13 ,3 octobre 2021  10:20 ,66,16.13,0.65,2.58,0.00,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  1:28 ,3 octobre 2021  3:07 ,98,10.97,0.00,5.16,0.65,0.00,0.65,1.94,2.58
Finished,3 octobre 2021  1:00 ,3 octobre 2021  2:36 ,95,12.26,0.65,2.58,0.00,0.00,3.87,2.58,2.58
Finished,2 octobre 2021  6:36 ,2 octobre 2021  8:36 ,119,5.81,0.65,0.00,1.29,0.00,0.00,1.29,2.58
Finished,3 octobre 2021  11:39 ,4 octobre 2021  1:05 ,86,8.39,0.00,0.00,1.29,0.00,3.87,1.29,1.94
Finished,3 octobre 2021  5:59 ,3 octobre 2021  6:30 ,31,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,2 octobre 2021  3:55 ,2 octobre 2021  5:22 ,86,7.74,0.65,2.58,0.00,0.00,0.65,1.94,1.94
Finished,3 octobre 2021  10:44 ,3 octobre 2021  11:53 ,69,16.13,0.65,2.58,0.00,3.87,3.87,2.58,2.58
Finished,2 octobre 2021  3:23 ,2 octobre 2021  4:04 ,41,15.48,0.65,1.94,0.00,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  10:26 ,3 octobre 2021  11:03 ,37,9.68,0.65,0.00,-,0.00,3.87,2.58,2.58
Finished,1 octobre 2021  1:55 ,1 octobre 2021  2:26 ,31,15.48,0.00,2.58,0.65,3.87,3.87,2.58,1.94
Finished,3 octobre 2021  11:22 ,3 octobre 2021  11:31 ,9,12.90,0.65,1.94,1.29,0.00,3.87,2.58,2.58
Finished,4 octobre 2021  1:50 ,4 octobre 2021  2:26 ,37,10.97,0.65,0.00,1.29,0.00,3.87,2.58,2.58
Finished,2 octobre 2021  12:07 ,2 octobre 2021  2:02 ,114,14.84,0.65,1.29,0.00,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  4:52 ,3 octobre 2021  5:10 ,19,16.13,0.65,2.58,0.00,3.87,3.87,2.58,2.58
Finished,4 octobre 2021  1:25 ,4 octobre 2021  2:17 ,52,14.19,0.65,2.58,0.00,3.87,3.87,1.94,1.29
Finished,1 octobre 2021  5:08 ,1 octobre 2021  5:43 ,35,14.84,0.65,2.58,0.00,3.87,3.87,1.94,1.94
Finished,3 octobre 2021  10:54 ,4 octobre 2021  12:08 ,73,17.42,0.65,5.16,0.00,2.58,3.87,2.58,2.58
Finished,3 octobre 2021  11:06 ,3 octobre 2021  11:38 ,32,16.77,0.00,2.58,1.29,3.87,3.87,2.58,2.58
Finished,29 septembre 2021  4:07 ,29 septembre 2021  4:47 ,40,15.48,0.65,5.16,0.00,1.29,3.87,2.58,1.94
Finished,1 octobre 2021  6:16 ,1 octobre 2021  6:44 ,29,15.48,0.65,5.16,1.29,0.00,3.87,1.94,2.58
Finished,28 septembre 2021  12:57 ,28 septembre 2021  1:41 ,44,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  12:30 ,3 octobre 2021  1:24 ,55,12.26,0.65,2.58,0.00,0.00,3.87,2.58,2.58
Finished,3 octobre 2021  10:47 ,4 octobre 2021  12:03 ,76,10.32,0.65,0.00,1.29,1.29,1.94,2.58,2.58
Finished,4 octobre 2021  12:40 ,4 octobre 2021  12:59 ,19,16.13,0.65,2.58,0.00,3.87,3.87,2.58,2.58
Finished,2 octobre 2021  3:49 ,2 octobre 2021  5:30 ,100,11.61,0.00,2.58,0.00,0.00,3.87,2.58,2.58
Finished,30 septembre 2021  2:36 ,30 septembre 2021  2:55 ,20,14.19,0.65,5.16,0.00,0.00,3.87,1.94,2.58
Finished,29 septembre 2021  1:57 ,29 septembre 2021  3:11 ,74,18.06,0.65,4.52,0.00,3.87,3.87,2.58,2.58
Finished,1 octobre 2021  11:46 ,1 octobre 2021  1:45 ,119,15.48,0.65,1.94,0.00,3.87,3.87,2.58,2.58
Finished,30 septembre 2021  10:47 ,30 septembre 2021  11:38 ,51,14.84,0.65,5.16,1.29,0.00,3.87,1.94,1.94
Finished,2 octobre 2021  2:10 ,2 octobre 2021  3:34 ,84,13.55,0.00,2.58,1.29,3.87,0.65,2.58,2.58
Finished,3 octobre 2021  4:41 ,3 octobre 2021  6:06 ,84,9.68,0.65,0.00,0.00,0.00,3.87,2.58,2.58
Finished,3 octobre 2021  6:36 ,3 octobre 2021  7:51 ,74,19.35,0.65,4.52,1.29,3.87,3.87,2.58,2.58
Finished,4 octobre 2021  6:23 ,4 octobre 2021  6:50 ,27,5.81,0.65,0.00,1.29,0.00,0.65,2.58,0.65
Finished,1 octobre 2021  8:06 ,1 octobre 2021  9:52 ,105,10.97,0.65,4.52,1.29,0.00,0.65,2.58,1.29
Finished,4 octobre 2021  2:56 ,4 octobre 2021  4:09 ,72,16.77,0.65,1.94,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  3:26 ,3 octobre 2021  5:26 ,120,10.97,0.65,2.58,0.00,1.29,3.23,2.58,0.65
Finished,3 octobre 2021  9:37 ,3 octobre 2021  10:06 ,29,14.84,0.65,0.00,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  6:43 ,3 octobre 2021  8:35 ,112,13.55,0.65,0.00,0.00,3.87,3.87,2.58,2.58
Finished,29 septembre 2021  4:20 ,29 septembre 2021  6:05 ,104,12.90,0.65,0.00,0.00,3.87,3.87,1.94,2.58
Finished,3 octobre 2021  3:35 ,3 octobre 2021  4:37 ,62,16.13,0.65,2.58,0.00,3.87,3.87,2.58,2.58
Finished,28 septembre 2021  4:13 ,28 septembre 2021  5:42 ,89,12.26,0.65,0.65,0.00,2.58,3.87,2.58,1.94
Finished,2 octobre 2021  9:17 ,2 octobre 2021  11:01 ,103,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  8:18 ,3 octobre 2021  8:44 ,27,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,4 octobre 2021  10:09 ,4 octobre 2021  10:27 ,18,10.97,0.65,-,1.29,0.00,3.87,2.58,2.58
Finished,4 octobre 2021  5:55 ,4 octobre 2021  6:30 ,35,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  4:43 ,3 octobre 2021  6:35 ,112,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  8:10 ,3 octobre 2021  9:10 ,59,13.55,0.65,2.58,1.29,0.00,3.87,2.58,2.58
Finished,3 octobre 2021  6:50 ,3 octobre 2021  7:39 ,49,19.35,0.65,4.52,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  11:07 ,4 octobre 2021  12:01 ,54,9.68,0.65,0.00,0.00,0.00,3.87,2.58,2.58
Finished,1 octobre 2021  10:14 ,1 octobre 2021  10:49 ,35,12.90,0.65,2.58,0.00,1.29,3.87,1.94,2.58
Finished,2 octobre 2021  3:35 ,2 octobre 2021  4:09 ,34,16.77,0.00,2.58,1.29,3.87,3.87,2.58,2.58
Finished,3 octobre 2021  9:52 ,3 octobre 2021  11:52 ,120,0.00,-,-,-,-,-,-,-
Finished,1 octobre 2021  5:04 ,1 octobre 2021  5:58 ,54,13.55,0.65,2.58,1.29,0.00,3.87,2.58,2.58
Finished,30 septembre 2021  2:01 ,30 septembre 2021  3:24 ,82,9.03,0.65,2.58,0.00,0.00,0.65,2.58,2.58
Finished,3 octobre 2021  11:28 ,3 octobre 2021  12:16 ,49,9.68,0.65,0.00,0.00,0.00,3.87,2.58,2.58
Finished,1 octobre 2021  11:49 ,1 octobre 2021  12:23 ,35,18.71,0.65,4.52,1.29,3.87,3.87,2.58,1.94
Finished,4 octobre 2021  12:40 ,4 octobre 2021  2:24 ,104,14.84,0.65,5.16,0.00,0.00,3.87,2.58,2.58
Finished,3 octobre 2021  2:06 ,3 octobre 2021  2:53 ,47,15.48,0.65,4.52,0.00,3.87,1.29,2.58,2.58
Finished,2 octobre 2021  8:36 ,2 octobre 2021  9:19 ,42,7.10,0.00,0.65,0.00,1.29,0.65,1.94,2.58
Finished,4 octobre 2021  12:09 ,4 octobre 2021  1:04 ,55,11.61,0.00,2.58,0.00,1.29,3.23,2.58,1.94
Finished,29 septembre 2021  7:22 ,29 septembre 2021  9:05 ,102,16.13,0.65,5.16,1.29,0.00,3.87,2.58,2.58
Finished,4 octobre 2021  8:46 ,4 octobre 2021  9:39 ,52,17.42,0.65,5.16,0.00,3.87,3.87,1.94,1.94
Finished,2 octobre 2021  11:38 ,2 octobre 2021  12:51 ,73,12.26,0.00,2.58,0.00,1.29,3.87,2.58,1.94
Finished,3 octobre 2021  12:32 ,3 octobre 2021  1:42 ,69,11.61,0.65,5.16,1.29,0.00,0.65,2.58,1.29
