ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /5.00,Q. 2 /5.00,Q. 3 /5.00,Q. 4 /5.00
28609954.0,Finished,27 novembre 2021  12:30 ,27 novembre 2021  1:25 ,55.3,15.00,5.00,3.33,2.50,4.17
21113585.0,Finished,26 novembre 2021  6:12 ,26 novembre 2021  8:01 ,109.0,13.06,3.89,5.00,0.00,4.17
28607755.0,Finished,29 novembre 2021  9:39 ,29 novembre 2021  10:30 ,50.08,13.33,5.00,3.33,2.50,2.50
28600693.0,Finished,23 novembre 2021  11:18 ,23 novembre 2021  1:12 ,113.0,16.67,5.00,5.00,2.50,4.17
28601765.0,Finished,28 novembre 2021  6:25 ,28 novembre 2021  7:00 ,34.8,12.22,3.89,3.33,2.50,2.50
3803083.0,Finished,28 novembre 2021  12:12 ,28 novembre 2021  1:25 ,72.0,10.83,5.00,3.33,0.00,2.50
28607704.0,Finished,28 novembre 2021  3:10 ,28 novembre 2021  4:05 ,55.13,12.50,5.00,3.33,0.00,4.17
28601009.0,Finished,29 novembre 2021  12:15 ,29 novembre 2021  2:15 ,120.0,16.67,5.00,5.00,2.50,4.17
28601285.0,Finished,28 novembre 2021  4:41 ,28 novembre 2021  6:36 ,115.0,10.00,5.00,0.00,2.50,2.50
3680880.0,Finished,29 novembre 2021  5:47 ,29 novembre 2021  6:11 ,24.2,15.00,5.00,3.33,2.50,4.17
21101133.0,Finished,27 novembre 2021  2:47 ,27 novembre 2021  3:55 ,67.0,12.50,5.00,3.33,2.50,1.67
3703980.0,Finished,28 novembre 2021  6:21 ,28 novembre 2021  7:39 ,77.0,15.00,5.00,3.33,2.50,4.17
