State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /20.00
Finished,22 novembre 2021  6:24 ,22 novembre 2021  7:03 ,38.82,16.25,16.25
Finished,21 novembre 2021  2:11 ,21 novembre 2021  2:31 ,20.65,15.63,15.63
Finished,22 novembre 2021  12:00 ,22 novembre 2021  12:32 ,32.62,10.63,10.63
Finished,22 novembre 2021  3:19 ,22 novembre 2021  5:10 ,111.0,19.38,19.38
Finished,21 novembre 2021  11:15 ,21 novembre 2021  11:44 ,28.3,13.13,13.13
Finished,22 novembre 2021  2:24 ,22 novembre 2021  3:00 ,35.28,15.00,15.00
Finished,19 novembre 2021  9:26 ,19 novembre 2021  9:48 ,21.82,15.00,15.00
Finished,21 novembre 2021  10:00 ,21 novembre 2021  10:51 ,51.53,16.25,16.25
Finished,16 novembre 2021  6:07 ,16 novembre 2021  6:58 ,51.55,13.75,13.75
Finished,22 novembre 2021  2:37 ,22 novembre 2021  3:01 ,24.57,19.38,19.38
Finished,16 novembre 2021  3:00 ,16 novembre 2021  4:51 ,111.0,15.00,15.00
Finished,22 novembre 2021  12:02 ,22 novembre 2021  12:19 ,17.27,15.00,15.00
Finished,21 novembre 2021  7:48 ,21 novembre 2021  8:34 ,46.47,16.25,16.25
Finished,22 novembre 2021  12:52 ,22 novembre 2021  1:28 ,35.67,19.38,19.38
Finished,21 novembre 2021  6:29 ,21 novembre 2021  8:06 ,96.0,19.38,19.38
Finished,21 novembre 2021  4:49 ,21 novembre 2021  5:00 ,10.9,12.50,12.50
Finished,20 novembre 2021  6:22 ,20 novembre 2021  7:08 ,45.57,20.00,20.00
Finished,22 novembre 2021  8:37 ,22 novembre 2021  8:55 ,18.55,1.88,1.88
Finished,22 novembre 2021  9:13 ,22 novembre 2021  10:30 ,76.0,14.38,14.38
Finished,17 novembre 2021  3:31 ,17 novembre 2021  4:21 ,50.27,20.00,20.00
Finished,21 novembre 2021  10:59 ,21 novembre 2021  11:16 ,16.83,13.13,13.13
Finished,22 novembre 2021  8:54 ,22 novembre 2021  9:26 ,32.23,17.50,17.50
Finished,21 novembre 2021  10:04 ,21 novembre 2021  11:06 ,61.0,17.50,17.50
Finished,19 novembre 2021  5:26 ,19 novembre 2021  6:51 ,84.0,20.00,20.00
Finished,22 novembre 2021  8:53 ,22 novembre 2021  9:02 ,8.82,19.38,19.38
Finished,21 novembre 2021  8:38 ,21 novembre 2021  9:00 ,21.52,13.75,13.75
Finished,16 novembre 2021  4:33 ,16 novembre 2021  5:00 ,26.95,15.63,15.63
Finished,21 novembre 2021  4:18 ,21 novembre 2021  4:51 ,33.03,11.88,11.88
Finished,20 novembre 2021  9:36 ,20 novembre 2021  11:08 ,91.0,15.00,15.00
Finished,21 novembre 2021  9:52 ,21 novembre 2021  10:09 ,17.3,8.75,8.75
Finished,21 novembre 2021  6:43 ,21 novembre 2021  8:43 ,119.0,13.75,13.75
Finished,21 novembre 2021  8:36 ,21 novembre 2021  9:24 ,48.4,18.75,18.75
Finished,21 novembre 2021  11:17 ,22 novembre 2021  12:03 ,46.07,19.38,19.38
Finished,15 novembre 2021  3:12 ,15 novembre 2021  3:56 ,43.98,20.00,20.00
Finished,21 novembre 2021  11:48 ,22 novembre 2021  12:36 ,47.87,19.38,19.38
Finished,21 novembre 2021  9:02 ,21 novembre 2021  9:42 ,39.68,13.13,13.13
Finished,22 novembre 2021  3:24 ,22 novembre 2021  4:26 ,61.0,13.75,13.75
Finished,22 novembre 2021  1:58 ,22 novembre 2021  2:56 ,57.45,13.13,13.13
Finished,20 novembre 2021  6:36 ,20 novembre 2021  7:34 ,58.38,18.75,18.75
Finished,21 novembre 2021  3:45 ,21 novembre 2021  4:43 ,58.12,15.00,15.00
Finished,22 novembre 2021  12:20 ,22 novembre 2021  1:22 ,62.0,16.25,16.25
Finished,21 novembre 2021  8:39 ,21 novembre 2021  9:18 ,38.23,15.00,15.00
Finished,21 novembre 2021  10:24 ,21 novembre 2021  10:47 ,23.12,17.50,17.50
Finished,21 novembre 2021  10:50 ,22 novembre 2021  12:26 ,96.0,19.38,19.38
Finished,21 novembre 2021  10:05 ,21 novembre 2021  11:04 ,59.38,16.88,16.88
Finished,21 novembre 2021  12:12 ,21 novembre 2021  12:55 ,43.38,13.13,13.13
Finished,21 novembre 2021  6:17 ,21 novembre 2021  7:57 ,100.0,10.63,10.63
Finished,21 novembre 2021  7:26 ,21 novembre 2021  9:04 ,97.0,15.00,15.00
Finished,17 novembre 2021  9:31 ,17 novembre 2021  10:09 ,38.58,14.38,14.38
Finished,21 novembre 2021  6:55 ,21 novembre 2021  7:36 ,41.18,18.75,18.75
Finished,22 novembre 2021  1:23 ,22 novembre 2021  2:10 ,47.07,9.38,9.38
Finished,15 novembre 2021  8:41 ,15 novembre 2021  9:22 ,40.4,15.00,15.00
Finished,21 novembre 2021  9:46 ,21 novembre 2021  11:07 ,80.0,16.88,16.88
Finished,21 novembre 2021  11:00 ,21 novembre 2021  11:30 ,29.88,15.00,15.00
Finished,21 novembre 2021  11:01 ,21 novembre 2021  11:30 ,29.58,15.00,15.00
Finished,21 novembre 2021  8:17 ,21 novembre 2021  9:37 ,79.0,20.00,20.00
Finished,18 novembre 2021  8:27 ,18 novembre 2021  10:00 ,92.0,15.00,15.00
Finished,22 novembre 2021  4:47 ,22 novembre 2021  5:12 ,25.58,19.38,19.38
Finished,20 novembre 2021  10:21 ,20 novembre 2021  11:22 ,60.0,19.38,19.38
Finished,22 novembre 2021  12:42 ,22 novembre 2021  12:59 ,16.85,14.38,14.38
Finished,21 novembre 2021  2:18 ,21 novembre 2021  3:42 ,83.0,16.25,16.25
Finished,21 novembre 2021  9:18 ,21 novembre 2021  9:55 ,37.15,15.63,15.63
Finished,21 novembre 2021  8:29 ,21 novembre 2021  9:22 ,53.13,14.38,14.38
Finished,21 novembre 2021  5:55 ,21 novembre 2021  6:36 ,40.3,16.88,16.88
Finished,21 novembre 2021  10:16 ,21 novembre 2021  11:22 ,66.0,11.25,11.25
Finished,21 novembre 2021  4:32 ,21 novembre 2021  5:59 ,87.0,9.38,9.38
Finished,20 novembre 2021  6:28 ,20 novembre 2021  7:41 ,72.0,14.38,14.38
Finished,22 novembre 2021  12:31 ,22 novembre 2021  1:11 ,39.62,19.38,19.38
Finished,16 novembre 2021  11:05 ,16 novembre 2021  1:05 ,120.0,15.00,15.00
Finished,22 novembre 2021  10:04 ,22 novembre 2021  10:29 ,25.03,19.38,19.38
Finished,20 novembre 2021  11:02 ,20 novembre 2021  12:33 ,91.0,13.75,13.75
Finished,20 novembre 2021  3:40 ,20 novembre 2021  4:39 ,59.67,15.00,15.00
Finished,21 novembre 2021  10:58 ,21 novembre 2021  11:22 ,24.7,9.38,9.38
Finished,21 novembre 2021  10:52 ,21 novembre 2021  11:30 ,37.35,19.38,19.38
Finished,22 novembre 2021  8:03 ,22 novembre 2021  8:45 ,41.65,15.63,15.63
Finished,20 novembre 2021  2:43 ,20 novembre 2021  3:35 ,52.52,18.13,18.13
Finished,21 novembre 2021  7:53 ,21 novembre 2021  9:21 ,87.0,15.00,15.00
Finished,21 novembre 2021  11:40 ,21 novembre 2021  12:23 ,43.82,14.38,14.38
Finished,18 novembre 2021  8:27 ,18 novembre 2021  9:59 ,92.0,13.75,13.75
Finished,21 novembre 2021  3:29 ,21 novembre 2021  4:25 ,56.07,17.50,17.50
Finished,21 novembre 2021  6:54 ,21 novembre 2021  8:25 ,90.0,16.88,16.88
Finished,21 novembre 2021  11:08 ,21 novembre 2021  11:58 ,50.45,20.00,20.00
Finished,21 novembre 2021  6:34 ,21 novembre 2021  7:50 ,76.0,16.88,16.88
Finished,21 novembre 2021  8:56 ,21 novembre 2021  10:18 ,82.0,15.63,15.63
Finished,20 novembre 2021  3:00 ,20 novembre 2021  3:44 ,43.58,16.25,16.25
Finished,21 novembre 2021  9:41 ,21 novembre 2021  10:59 ,77.0,16.88,16.88
Finished,22 novembre 2021  1:07 ,22 novembre 2021  2:02 ,54.92,9.38,9.38
Finished,21 novembre 2021  1:05 ,21 novembre 2021  1:30 ,25.02,19.38,19.38
Finished,20 novembre 2021  2:13 ,20 novembre 2021  2:31 ,17.78,13.13,13.13
Finished,22 novembre 2021  9:39 ,22 novembre 2021  10:10 ,30.8,14.38,14.38
Finished,22 novembre 2021  8:33 ,22 novembre 2021  8:58 ,24.9,9.38,9.38
Finished,21 novembre 2021  8:39 ,21 novembre 2021  10:00 ,80.0,5.63,5.63
Finished,19 novembre 2021  1:51 ,19 novembre 2021  2:06 ,14.65,7.50,7.50
Finished,21 novembre 2021  8:58 ,21 novembre 2021  9:45 ,47.28,16.25,16.25
Finished,21 novembre 2021  10:30 ,22 novembre 2021  12:21 ,110.0,12.50,12.50
Finished,20 novembre 2021  5:48 ,20 novembre 2021  7:12 ,84.0,17.50,17.50
Finished,21 novembre 2021  9:28 ,21 novembre 2021  10:39 ,70.0,20.00,20.00
Finished,21 novembre 2021  9:34 ,21 novembre 2021  10:08 ,34.43,19.38,19.38
Finished,21 novembre 2021  11:08 ,21 novembre 2021  11:42 ,34.47,16.88,16.88
Finished,21 novembre 2021  2:44 ,21 novembre 2021  4:08 ,84.0,14.38,14.38
Finished,17 novembre 2021  1:56 ,17 novembre 2021  2:31 ,35.25,15.00,15.00
Finished,18 novembre 2021  12:15 ,18 novembre 2021  2:15 ,120.0,13.75,13.75
Finished,16 novembre 2021  1:03 ,16 novembre 2021  1:51 ,47.6,13.13,13.13
Finished,21 novembre 2021  9:54 ,21 novembre 2021  10:29 ,34.62,9.38,9.38
Finished,21 novembre 2021  9:00 ,21 novembre 2021  10:59 ,118.0,9.38,9.38
Finished,21 novembre 2021  8:59 ,21 novembre 2021  9:14 ,15.37,13.13,13.13
Finished,21 novembre 2021  2:59 ,21 novembre 2021  4:13 ,73.0,9.38,9.38
Finished,19 novembre 2021  6:34 ,19 novembre 2021  7:18 ,43.17,20.00,20.00
Finished,16 novembre 2021  3:00 ,16 novembre 2021  4:35 ,95.0,17.50,17.50
Finished,21 novembre 2021  11:14 ,22 novembre 2021  12:16 ,61.0,20.00,20.00
Finished,21 novembre 2021  9:16 ,21 novembre 2021  9:39 ,23.03,20.00,20.00
Finished,22 novembre 2021  12:22 ,22 novembre 2021  12:45 ,23.95,16.25,16.25
Finished,21 novembre 2021  9:22 ,21 novembre 2021  10:23 ,60.0,15.63,15.63
Finished,21 novembre 2021  7:31 ,21 novembre 2021  8:41 ,70.0,15.63,15.63
Finished,22 novembre 2021  9:35 ,22 novembre 2021  9:42 ,6.7,18.75,18.75
Finished,22 novembre 2021  10:02 ,22 novembre 2021  10:29 ,27.62,5.00,5.00
Finished,18 novembre 2021  8:27 ,18 novembre 2021  9:59 ,92.0,15.00,15.00
Finished,21 novembre 2021  9:49 ,21 novembre 2021  10:47 ,58.07,16.88,16.88
Finished,21 novembre 2021  4:27 ,21 novembre 2021  5:57 ,90.0,16.25,16.25
Finished,21 novembre 2021  7:20 ,21 novembre 2021  8:40 ,79.0,16.25,16.25
Finished,21 novembre 2021  11:39 ,22 novembre 2021  1:24 ,104.0,18.75,18.75
Finished,21 novembre 2021  2:21 ,21 novembre 2021  3:08 ,47.05,14.38,14.38
Finished,22 novembre 2021  9:40 ,22 novembre 2021  10:26 ,46.08,18.75,18.75
Finished,21 novembre 2021  4:16 ,21 novembre 2021  4:51 ,35.02,15.00,15.00
Finished,21 novembre 2021  7:38 ,21 novembre 2021  9:14 ,95.0,17.50,17.50
Finished,21 novembre 2021  10:25 ,22 novembre 2021  12:25 ,120.0,17.50,17.50
Finished,22 novembre 2021  9:14 ,22 novembre 2021  10:15 ,60.0,5.63,5.63
Finished,21 novembre 2021  10:34 ,22 novembre 2021  12:34 ,120.0,18.13,18.13
Finished,21 novembre 2021  6:34 ,21 novembre 2021  8:29 ,114.0,19.38,19.38
Finished,21 novembre 2021  11:56 ,22 novembre 2021  12:42 ,46.63,18.75,18.75
Finished,22 novembre 2021  12:41 ,22 novembre 2021  1:10 ,29.23,17.50,17.50
Finished,22 novembre 2021  1:57 ,22 novembre 2021  2:29 ,31.75,19.38,19.38
Finished,22 novembre 2021  8:57 ,22 novembre 2021  9:48 ,51.12,10.00,10.00
Finished,20 novembre 2021  5:55 ,20 novembre 2021  6:38 ,42.65,18.75,18.75
Finished,21 novembre 2021  8:04 ,21 novembre 2021  9:20 ,76.0,13.75,13.75
Finished,20 novembre 2021  3:43 ,20 novembre 2021  4:52 ,69.0,20.00,20.00
Finished,18 novembre 2021  1:56 ,18 novembre 2021  3:35 ,99.0,10.00,10.00
Finished,21 novembre 2021  7:38 ,21 novembre 2021  8:19 ,40.43,15.63,15.63
Finished,22 novembre 2021  9:41 ,22 novembre 2021  10:29 ,47.92,16.88,16.88
Finished,21 novembre 2021  9:48 ,21 novembre 2021  10:22 ,33.83,20.00,20.00
Finished,21 novembre 2021  3:27 ,21 novembre 2021  4:20 ,53.78,8.75,8.75
Finished,21 novembre 2021  5:50 ,21 novembre 2021  6:38 ,48.72,13.75,13.75
Finished,20 novembre 2021  9:23 ,20 novembre 2021  9:48 ,25.23,13.75,13.75
Finished,22 novembre 2021  2:09 ,22 novembre 2021  2:34 ,24.93,16.88,16.88
Finished,18 novembre 2021  7:56 ,18 novembre 2021  9:28 ,92.0,13.75,13.75
Finished,21 novembre 2021  10:01 ,21 novembre 2021  10:29 ,28.13,19.38,19.38
Finished,20 novembre 2021  10:28 ,20 novembre 2021  11:11 ,43.45,10.63,10.63
Finished,18 novembre 2021  8:29 ,18 novembre 2021  9:59 ,90.0,15.00,15.00
Finished,21 novembre 2021  7:43 ,21 novembre 2021  9:06 ,83.0,13.75,13.75
Finished,16 novembre 2021  12:23 ,16 novembre 2021  12:38 ,15.42,13.75,13.75
Finished,20 novembre 2021  7:40 ,20 novembre 2021  8:22 ,42.57,15.63,15.63
Finished,20 novembre 2021  4:20 ,20 novembre 2021  4:33 ,13.53,13.13,13.13
Finished,21 novembre 2021  2:24 ,21 novembre 2021  3:52 ,88.0,11.88,11.88
Finished,22 novembre 2021  12:24 ,22 novembre 2021  12:52 ,28.68,8.13,8.13
Finished,21 novembre 2021  5:11 ,21 novembre 2021  6:12 ,60.0,12.50,12.50
Finished,20 novembre 2021  12:34 ,20 novembre 2021  1:55 ,80.0,9.38,9.38
Finished,21 novembre 2021  4:30 ,21 novembre 2021  4:48 ,18.43,13.75,13.75
Finished,21 novembre 2021  8:03 ,21 novembre 2021  8:21 ,18.55,20.00,20.00
