ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /1.94,Q. 2 /2.91,Q. 3 /2.91,Q. 4 /2.14,Q. 5 /0.19,Q. 6 /3.11,Q. 7 /1.55,Q. 8 /0.58,Q. 9 /1.17,Q. 10 /3.50
21215817.0,Finished,19 October 2022  4:00 PM,19 October 2022  5:19 PM,79.0,3.88,1.73,2.15,-,-,-,-,-,-,-,-
3700946.0,Finished,19 October 2022  4:02 PM,19 October 2022  5:10 PM,67.0,18.40,1.94,2.79,2.57,1.78,0.19,2.72,1.55,0.58,0.97,3.30
21221977.0,Finished,19 October 2022  4:03 PM,19 October 2022  5:37 PM,94.0,20.00,1.94,2.91,2.91,2.14,0.19,3.11,1.55,0.58,1.17,3.50
28738728.0,Finished,19 October 2022  4:04 PM,19 October 2022  5:17 PM,72.0,19.22,1.94,2.91,2.91,2.14,0.19,2.52,1.55,0.58,0.97,3.50
28626439.0,Finished,19 October 2022  4:07 PM,19 October 2022  5:18 PM,70.0,19.89,1.83,2.91,2.91,2.14,0.19,3.11,1.55,0.58,1.17,3.50
28706346.0,Finished,20 October 2022  5:46 PM,20 October 2022  6:54 PM,67.0,16.85,1.83,2.79,2.91,2.14,0.19,1.17,1.55,0.39,0.39,3.50
28711772.0,Finished,20 October 2022  5:46 PM,20 October 2022  6:45 PM,58.5,19.61,1.94,2.91,2.91,2.14,0.19,2.72,1.55,0.58,1.17,3.50
21213030.0,Finished,20 October 2022  5:46 PM,20 October 2022  6:47 PM,60.0,19.70,1.83,2.91,2.91,2.14,0.19,3.11,1.55,0.58,1.17,3.30
21115284.0,Finished,20 October 2022  5:46 PM,20 October 2022  7:01 PM,74.0,19.89,1.83,2.91,2.91,2.14,0.19,3.11,1.55,0.58,1.17,3.50
3700291.0,Finished,20 October 2022  5:47 PM,20 October 2022  6:43 PM,55.88,15.38,1.29,2.91,2.83,2.14,0.19,1.17,1.17,0.39,0.00,3.30
28604542.0,Finished,20 October 2022  5:47 PM,20 October 2022  6:54 PM,67.0,19.29,1.62,2.91,2.91,2.14,0.19,3.11,1.55,0.58,0.78,3.50
